filename,label,category,width,height,xmin,ymin,xmax,ymax
american_bulldog_146.jpg,2,American Bulldog,375.0,500.0,24.0,113.0,366.0,388.0
american_pit_bull_terrier_100.jpg,3,American Pit Bull Terrier,333.0,500.0,208.0,130.0,315.0,204.0
american_pit_bull_terrier_101.jpg,3,American Pit Bull Terrier,397.0,500.0,119.0,157.0,276.0,309.0
american_pit_bull_terrier_102.jpg,3,American Pit Bull Terrier,350.0,383.0,110.0,26.0,338.0,295.0
american_pit_bull_terrier_103.jpg,3,American Pit Bull Terrier,500.0,333.0,25.0,16.0,347.0,333.0
american_pit_bull_terrier_105.jpg,3,American Pit Bull Terrier,333.0,500.0,126.0,100.0,246.0,247.0
american_pit_bull_terrier_106.jpg,3,American Pit Bull Terrier,333.0,500.0,30.0,24.0,239.0,177.0
american_pit_bull_terrier_107.jpg,3,American Pit Bull Terrier,333.0,500.0,77.0,22.0,332.0,299.0
american_pit_bull_terrier_109.jpg,3,American Pit Bull Terrier,246.0,300.0,51.0,22.0,162.0,145.0
american_pit_bull_terrier_10.jpg,3,American Pit Bull Terrier,500.0,368.0,307.0,80.0,409.0,157.0
american_pit_bull_terrier_110.jpg,3,American Pit Bull Terrier,263.0,300.0,95.0,54.0,193.0,155.0
american_pit_bull_terrier_111.jpg,3,American Pit Bull Terrier,300.0,225.0,78.0,32.0,231.0,166.0
american_pit_bull_terrier_112.jpg,3,American Pit Bull Terrier,300.0,225.0,92.0,26.0,224.0,159.0
american_pit_bull_terrier_113.jpg,3,American Pit Bull Terrier,164.0,300.0,15.0,1.0,155.0,102.0
american_pit_bull_terrier_114.jpg,3,American Pit Bull Terrier,300.0,246.0,33.0,34.0,177.0,178.0
american_pit_bull_terrier_115.jpg,3,American Pit Bull Terrier,191.0,300.0,29.0,10.0,114.0,140.0
american_pit_bull_terrier_116.jpg,3,American Pit Bull Terrier,300.0,199.0,130.0,62.0,194.0,110.0
american_pit_bull_terrier_118.jpg,3,American Pit Bull Terrier,300.0,199.0,73.0,34.0,218.0,143.0
american_pit_bull_terrier_119.jpg,3,American Pit Bull Terrier,300.0,225.0,67.0,63.0,181.0,164.0
american_pit_bull_terrier_11.jpg,3,American Pit Bull Terrier,375.0,500.0,159.0,34.0,320.0,169.0
american_pit_bull_terrier_120.jpg,3,American Pit Bull Terrier,300.0,292.0,73.0,22.0,149.0,105.0
american_pit_bull_terrier_121.jpg,3,American Pit Bull Terrier,299.0,300.0,80.0,63.0,197.0,151.0
american_pit_bull_terrier_122.jpg,3,American Pit Bull Terrier,300.0,246.0,83.0,41.0,237.0,148.0
american_pit_bull_terrier_124.jpg,3,American Pit Bull Terrier,225.0,300.0,46.0,25.0,194.0,169.0
american_pit_bull_terrier_125.jpg,3,American Pit Bull Terrier,300.0,225.0,4.0,12.0,156.0,139.0
american_pit_bull_terrier_126.jpg,3,American Pit Bull Terrier,119.0,200.0,6.0,38.0,90.0,100.0
american_pit_bull_terrier_127.jpg,3,American Pit Bull Terrier,300.0,225.0,119.0,1.0,235.0,159.0
american_pit_bull_terrier_128.jpg,3,American Pit Bull Terrier,202.0,300.0,59.0,70.0,154.0,153.0
american_pit_bull_terrier_129.jpg,3,American Pit Bull Terrier,214.0,300.0,67.0,19.0,167.0,97.0
american_pit_bull_terrier_130.jpg,3,American Pit Bull Terrier,237.0,300.0,12.0,1.0,174.0,157.0
american_pit_bull_terrier_131.jpg,3,American Pit Bull Terrier,300.0,257.0,89.0,25.0,209.0,133.0
american_pit_bull_terrier_132.jpg,3,American Pit Bull Terrier,228.0,300.0,55.0,7.0,162.0,118.0
american_pit_bull_terrier_133.jpg,3,American Pit Bull Terrier,230.0,300.0,56.0,10.0,208.0,164.0
american_pit_bull_terrier_134.jpg,3,American Pit Bull Terrier,300.0,252.0,46.0,22.0,133.0,107.0
american_pit_bull_terrier_135.jpg,3,American Pit Bull Terrier,300.0,225.0,96.0,39.0,162.0,125.0
american_pit_bull_terrier_136.jpg,3,American Pit Bull Terrier,300.0,225.0,103.0,55.0,220.0,146.0
american_pit_bull_terrier_137.jpg,3,American Pit Bull Terrier,300.0,225.0,129.0,81.0,210.0,161.0
american_pit_bull_terrier_138.jpg,3,American Pit Bull Terrier,237.0,300.0,101.0,65.0,215.0,156.0
american_pit_bull_terrier_139.jpg,3,American Pit Bull Terrier,300.0,219.0,62.0,32.0,118.0,88.0
american_pit_bull_terrier_13.jpg,3,American Pit Bull Terrier,375.0,500.0,103.0,53.0,309.0,226.0
american_pit_bull_terrier_140.jpg,3,American Pit Bull Terrier,300.0,291.0,188.0,16.0,289.0,185.0
american_pit_bull_terrier_141.jpg,3,American Pit Bull Terrier,225.0,300.0,25.0,35.0,182.0,186.0
american_pit_bull_terrier_142.jpg,3,American Pit Bull Terrier,300.0,222.0,182.0,81.0,236.0,148.0
american_pit_bull_terrier_143.jpg,3,American Pit Bull Terrier,290.0,300.0,85.0,25.0,188.0,153.0
american_pit_bull_terrier_144.jpg,3,American Pit Bull Terrier,300.0,174.0,156.0,20.0,228.0,81.0
american_pit_bull_terrier_145.jpg,3,American Pit Bull Terrier,300.0,225.0,115.0,10.0,215.0,108.0
basset_hound_100.jpg,4,Basset Hound,500.0,357.0,199.0,184.0,289.0,314.0
basset_hound_101.jpg,4,Basset Hound,500.0,343.0,82.0,94.0,238.0,262.0
basset_hound_102.jpg,4,Basset Hound,500.0,332.0,1.0,1.0,450.0,332.0
basset_hound_103.jpg,4,Basset Hound,500.0,327.0,244.0,76.0,370.0,179.0
basset_hound_104.jpg,4,Basset Hound,500.0,327.0,189.0,79.0,289.0,173.0
basset_hound_106.jpg,4,Basset Hound,500.0,357.0,203.0,118.0,292.0,217.0
basset_hound_107.jpg,4,Basset Hound,375.0,500.0,144.0,1.0,349.0,292.0
basset_hound_108.jpg,4,Basset Hound,380.0,500.0,157.0,30.0,357.0,345.0
basset_hound_109.jpg,4,Basset Hound,375.0,500.0,45.0,70.0,249.0,259.0
basset_hound_10.jpg,4,Basset Hound,500.0,375.0,99.0,64.0,397.0,314.0
basset_hound_110.jpg,4,Basset Hound,333.0,500.0,58.0,38.0,310.0,317.0
basset_hound_111.jpg,4,Basset Hound,500.0,332.0,193.0,122.0,303.0,255.0
basset_hound_112.jpg,4,Basset Hound,374.0,500.0,129.0,146.0,314.0,321.0
basset_hound_113.jpg,4,Basset Hound,500.0,332.0,204.0,81.0,380.0,296.0
basset_hound_114.jpg,4,Basset Hound,500.0,332.0,226.0,102.0,389.0,279.0
basset_hound_115.jpg,4,Basset Hound,500.0,332.0,176.0,28.0,346.0,252.0
basset_hound_116.jpg,4,Basset Hound,500.0,375.0,239.0,94.0,353.0,236.0
basset_hound_117.jpg,4,Basset Hound,500.0,333.0,237.0,31.0,479.0,294.0
basset_hound_118.jpg,4,Basset Hound,500.0,332.0,106.0,11.0,406.0,331.0
basset_hound_119.jpg,4,Basset Hound,500.0,375.0,33.0,11.0,250.0,232.0
basset_hound_11.jpg,4,Basset Hound,375.0,500.0,77.0,43.0,276.0,269.0
basset_hound_120.jpg,4,Basset Hound,500.0,332.0,60.0,24.0,254.0,261.0
basset_hound_121.jpg,4,Basset Hound,500.0,332.0,107.0,41.0,300.0,278.0
basset_hound_122.jpg,4,Basset Hound,333.0,500.0,88.0,150.0,228.0,348.0
basset_hound_123.jpg,4,Basset Hound,500.0,333.0,166.0,37.0,323.0,256.0
basset_hound_124.jpg,4,Basset Hound,500.0,333.0,195.0,5.0,389.0,197.0
basset_hound_125.jpg,4,Basset Hound,500.0,333.0,200.0,25.0,378.0,258.0
basset_hound_126.jpg,4,Basset Hound,500.0,333.0,181.0,42.0,389.0,220.0
basset_hound_127.jpg,4,Basset Hound,500.0,375.0,90.0,3.0,397.0,374.0
basset_hound_128.jpg,4,Basset Hound,333.0,500.0,8.0,1.0,330.0,376.0
basset_hound_129.jpg,4,Basset Hound,333.0,500.0,12.0,6.0,332.0,469.0
basset_hound_12.jpg,4,Basset Hound,375.0,500.0,131.0,80.0,314.0,338.0
basset_hound_130.jpg,4,Basset Hound,500.0,375.0,37.0,1.0,397.0,375.0
basset_hound_131.jpg,4,Basset Hound,500.0,375.0,138.0,65.0,285.0,368.0
basset_hound_132.jpg,4,Basset Hound,375.0,500.0,9.0,1.0,329.0,449.0
basset_hound_133.jpg,4,Basset Hound,500.0,393.0,1.0,6.0,494.0,393.0
basset_hound_134.jpg,4,Basset Hound,500.0,375.0,97.0,12.0,500.0,244.0
basset_hound_136.jpg,4,Basset Hound,500.0,375.0,37.0,71.0,414.0,283.0
basset_hound_137.jpg,4,Basset Hound,500.0,375.0,10.0,247.0,155.0,334.0
basset_hound_138.jpg,4,Basset Hound,400.0,500.0,41.0,295.0,124.0,425.0
basset_hound_139.jpg,4,Basset Hound,500.0,335.0,90.0,66.0,233.0,219.0
basset_hound_13.jpg,4,Basset Hound,375.0,500.0,139.0,1.0,374.0,342.0
basset_hound_140.jpg,4,Basset Hound,500.0,333.0,312.0,129.0,394.0,214.0
basset_hound_141.jpg,4,Basset Hound,500.0,333.0,78.0,19.0,382.0,288.0
basset_hound_142.jpg,4,Basset Hound,500.0,333.0,211.0,20.0,406.0,236.0
basset_hound_145.jpg,4,Basset Hound,500.0,333.0,96.0,48.0,229.0,170.0
beagle_102.jpg,5,Beagle,333.0,500.0,90.0,99.0,242.0,206.0
beagle_103.jpg,5,Beagle,500.0,334.0,150.0,62.0,317.0,225.0
beagle_104.jpg,5,Beagle,500.0,333.0,46.0,33.0,181.0,157.0
beagle_105.jpg,5,Beagle,500.0,395.0,318.0,119.0,445.0,258.0
beagle_107.jpg,5,Beagle,500.0,361.0,148.0,86.0,336.0,238.0
beagle_108.jpg,5,Beagle,333.0,500.0,45.0,81.0,280.0,257.0
beagle_109.jpg,5,Beagle,500.0,329.0,93.0,24.0,312.0,171.0
beagle_10.jpg,5,Beagle,500.0,334.0,149.0,51.0,388.0,280.0
beagle_110.jpg,5,Beagle,437.0,500.0,71.0,34.0,338.0,269.0
beagle_111.jpg,5,Beagle,500.0,333.0,183.0,59.0,439.0,258.0
beagle_112.jpg,5,Beagle,333.0,500.0,24.0,227.0,232.0,392.0
beagle_113.jpg,5,Beagle,333.0,500.0,15.0,118.0,275.0,395.0
beagle_114.jpg,5,Beagle,424.0,500.0,153.0,55.0,358.0,274.0
beagle_115.jpg,5,Beagle,500.0,343.0,104.0,134.0,240.0,271.0
beagle_118.jpg,5,Beagle,500.0,336.0,188.0,121.0,253.0,174.0
beagle_119.jpg,5,Beagle,456.0,500.0,164.0,165.0,305.0,283.0
beagle_120.jpg,5,Beagle,333.0,500.0,78.0,76.0,301.0,281.0
beagle_121.jpg,5,Beagle,500.0,375.0,47.0,150.0,276.0,303.0
beagle_122.jpg,5,Beagle,500.0,333.0,122.0,53.0,237.0,146.0
beagle_123.jpg,5,Beagle,500.0,375.0,216.0,176.0,274.0,223.0
beagle_125.jpg,5,Beagle,500.0,333.0,155.0,125.0,256.0,226.0
beagle_126.jpg,5,Beagle,352.0,500.0,37.0,114.0,326.0,370.0
beagle_128.jpg,5,Beagle,500.0,333.0,124.0,47.0,310.0,220.0
beagle_129.jpg,5,Beagle,332.0,500.0,96.0,128.0,283.0,266.0
beagle_12.jpg,5,Beagle,500.0,333.0,44.0,1.0,317.0,270.0
beagle_130.jpg,5,Beagle,500.0,375.0,65.0,185.0,188.0,284.0
beagle_131.jpg,5,Beagle,500.0,375.0,1.0,52.0,391.0,256.0
beagle_133.jpg,5,Beagle,500.0,375.0,1.0,54.0,376.0,261.0
beagle_134.jpg,5,Beagle,500.0,334.0,127.0,82.0,294.0,223.0
beagle_135.jpg,5,Beagle,360.0,240.0,183.0,29.0,313.0,139.0
beagle_137.jpg,5,Beagle,500.0,375.0,296.0,139.0,400.0,215.0
beagle_138.jpg,5,Beagle,500.0,375.0,155.0,1.0,367.0,183.0
beagle_13.jpg,5,Beagle,500.0,375.0,179.0,69.0,315.0,199.0
beagle_140.jpg,5,Beagle,500.0,375.0,110.0,71.0,258.0,174.0
beagle_141.jpg,5,Beagle,334.0,500.0,106.0,157.0,208.0,255.0
beagle_142.jpg,5,Beagle,500.0,334.0,217.0,91.0,318.0,176.0
beagle_143.jpg,5,Beagle,500.0,500.0,35.0,42.0,455.0,388.0
beagle_144.jpg,5,Beagle,500.0,375.0,150.0,16.0,500.0,325.0
beagle_145.jpg,5,Beagle,334.0,500.0,180.0,257.0,237.0,314.0
beagle_146.jpg,5,Beagle,500.0,281.0,1.0,1.0,306.0,281.0
beagle_147.jpg,5,Beagle,500.0,335.0,156.0,152.0,201.0,203.0
beagle_148.jpg,5,Beagle,500.0,333.0,82.0,8.0,316.0,192.0
Bengal_100.jpg,6,Bengal,500.0,333.0,180.0,19.0,334.0,181.0
Bengal_101.jpg,6,Bengal,500.0,455.0,358.0,101.0,498.0,241.0
Bengal_102.jpg,6,Bengal,334.0,500.0,67.0,18.0,185.0,166.0
Bengal_103.jpg,6,Bengal,500.0,371.0,177.0,9.0,361.0,240.0
Bengal_104.jpg,6,Bengal,500.0,463.0,95.0,20.0,279.0,244.0
Bengal_105.jpg,6,Bengal,500.0,466.0,49.0,125.0,111.0,168.0
Bengal_105.jpg,6,Bengal,500.0,466.0,397.0,103.0,451.0,132.0
Bengal_106.jpg,6,Bengal,500.0,320.0,242.0,61.0,335.0,179.0
Bengal_107.jpg,6,Bengal,500.0,335.0,254.0,39.0,350.0,140.0
Bengal_108.jpg,6,Bengal,500.0,375.0,108.0,29.0,262.0,215.0
Bengal_109.jpg,6,Bengal,500.0,334.0,231.0,12.0,401.0,187.0
Bengal_10.jpg,6,Bengal,500.0,375.0,315.0,60.0,446.0,219.0
Bengal_111.jpg,6,Bengal,,,,,,
Bengal_114.jpg,6,Bengal,500.0,375.0,21.0,32.0,201.0,222.0
Bengal_115.jpg,6,Bengal,333.0,500.0,146.0,16.0,284.0,153.0
Bengal_118.jpg,6,Bengal,375.0,500.0,95.0,112.0,167.0,156.0
Bengal_119.jpg,6,Bengal,356.0,500.0,127.0,38.0,298.0,229.0
Bengal_11.jpg,6,Bengal,500.0,336.0,69.0,74.0,188.0,186.0
Bengal_120.jpg,6,Bengal,500.0,375.0,141.0,124.0,241.0,217.0
Bengal_121.jpg,6,Bengal,500.0,375.0,251.0,53.0,450.0,196.0
Bengal_122.jpg,6,Bengal,500.0,333.0,34.0,46.0,189.0,219.0
Bengal_123.jpg,6,Bengal,500.0,335.0,220.0,139.0,286.0,226.0
Bengal_124.jpg,6,Bengal,500.0,371.0,52.0,47.0,147.0,153.0
Bengal_125.jpg,6,Bengal,500.0,332.0,256.0,27.0,357.0,144.0
Bengal_126.jpg,6,Bengal,500.0,374.0,77.0,94.0,190.0,187.0
Bengal_127.jpg,6,Bengal,500.0,372.0,115.0,14.0,204.0,122.0
Bengal_128.jpg,6,Bengal,500.0,334.0,333.0,100.0,499.0,277.0
Bengal_129.jpg,6,Bengal,500.0,281.0,1.0,67.0,281.0,281.0
Bengal_12.jpg,6,Bengal,500.0,335.0,28.0,34.0,210.0,239.0
Bengal_130.jpg,6,Bengal,500.0,375.0,350.0,37.0,473.0,164.0
Bengal_131.jpg,6,Bengal,300.0,202.0,96.0,22.0,135.0,66.0
Bengal_132.jpg,6,Bengal,300.0,300.0,20.0,8.0,90.0,87.0
Bengal_133.jpg,6,Bengal,300.0,200.0,46.0,59.0,107.0,111.0
Bengal_137.jpg,6,Bengal,300.0,225.0,145.0,24.0,247.0,132.0
Bengal_138.jpg,6,Bengal,300.0,297.0,47.0,1.0,222.0,191.0
Bengal_139.jpg,6,Bengal,300.0,225.0,35.0,1.0,203.0,164.0
Bengal_140.jpg,6,Bengal,300.0,163.0,31.0,10.0,87.0,65.0
Bengal_141.jpg,6,Bengal,300.0,263.0,15.0,145.0,74.0,206.0
Bengal_142.jpg,6,Bengal,300.0,225.0,168.0,26.0,272.0,124.0
Bengal_143.jpg,6,Bengal,300.0,225.0,70.0,1.0,228.0,143.0
Bengal_144.jpg,6,Bengal,300.0,225.0,82.0,32.0,139.0,91.0
Bengal_145.jpg,6,Bengal,300.0,225.0,129.0,52.0,191.0,119.0
Birman_100.jpg,7,Birman,500.0,334.0,88.0,1.0,305.0,211.0
Birman_101.jpg,7,Birman,500.0,375.0,169.0,74.0,333.0,212.0
Birman_102.jpg,7,Birman,332.0,500.0,115.0,81.0,252.0,219.0
Birman_103.jpg,7,Birman,500.0,335.0,135.0,33.0,331.0,217.0
Birman_104.jpg,7,Birman,357.0,500.0,138.0,73.0,225.0,176.0
Birman_106.jpg,7,Birman,500.0,375.0,226.0,6.0,335.0,118.0
Birman_107.jpg,7,Birman,500.0,334.0,145.0,35.0,376.0,252.0
Birman_109.jpg,7,Birman,355.0,500.0,23.0,85.0,353.0,414.0
Birman_10.jpg,7,Birman,500.0,330.0,45.0,103.0,194.0,225.0
Birman_110.jpg,7,Birman,500.0,375.0,219.0,26.0,426.0,225.0
Birman_111.jpg,7,Birman,500.0,333.0,129.0,27.0,359.0,248.0
Birman_112.jpg,7,Birman,500.0,375.0,137.0,19.0,479.0,331.0
Birman_113.jpg,7,Birman,500.0,376.0,108.0,41.0,289.0,194.0
Birman_114.jpg,7,Birman,500.0,376.0,68.0,2.0,423.0,342.0
Birman_115.jpg,7,Birman,500.0,358.0,64.0,68.0,214.0,224.0
Birman_117.jpg,7,Birman,500.0,383.0,129.0,7.0,410.0,273.0
Birman_118.jpg,7,Birman,375.0,500.0,49.0,35.0,317.0,320.0
Birman_119.jpg,7,Birman,500.0,375.0,152.0,80.0,338.0,246.0
Birman_122.jpg,7,Birman,500.0,334.0,144.0,27.0,352.0,232.0
Birman_123.jpg,7,Birman,500.0,333.0,191.0,53.0,405.0,226.0
Birman_125.jpg,7,Birman,334.0,500.0,1.0,1.0,253.0,283.0
Birman_126.jpg,7,Birman,334.0,500.0,78.0,135.0,180.0,239.0
Birman_129.jpg,7,Birman,500.0,375.0,185.0,84.0,315.0,236.0
Birman_12.jpg,7,Birman,500.0,334.0,125.0,71.0,354.0,280.0
Birman_131.jpg,7,Birman,500.0,332.0,157.0,46.0,311.0,206.0
Birman_132.jpg,7,Birman,500.0,343.0,225.0,8.0,402.0,217.0
Birman_133.jpg,7,Birman,500.0,375.0,156.0,158.0,226.0,228.0
Birman_135.jpg,7,Birman,375.0,500.0,64.0,61.0,257.0,239.0
Birman_136.jpg,7,Birman,500.0,379.0,303.0,40.0,398.0,126.0
Birman_139.jpg,7,Birman,362.0,500.0,84.0,1.0,242.0,182.0
Birman_140.jpg,7,Birman,500.0,333.0,46.0,67.0,232.0,226.0
Birman_141.jpg,7,Birman,500.0,333.0,308.0,92.0,406.0,202.0
Birman_142.jpg,7,Birman,500.0,333.0,233.0,62.0,435.0,249.0
Birman_143.jpg,7,Birman,500.0,333.0,172.0,80.0,381.0,267.0
Birman_144.jpg,7,Birman,500.0,375.0,252.0,27.0,386.0,145.0
Birman_145.jpg,7,Birman,500.0,375.0,225.0,147.0,314.0,242.0
Bombay_100.jpg,8,Bombay,300.0,284.0,29.0,6.0,245.0,209.0
Bombay_102.jpg,8,Bombay,300.0,225.0,190.0,27.0,245.0,91.0
Bombay_103.jpg,8,Bombay,114.0,143.0,60.0,2.0,109.0,54.0
Bombay_104.jpg,8,Bombay,167.0,250.0,11.0,17.0,94.0,99.0
Bombay_105.jpg,8,Bombay,750.0,498.0,262.0,30.0,516.0,295.0
Bombay_106.jpg,8,Bombay,167.0,250.0,33.0,32.0,106.0,118.0
Bombay_107.jpg,8,Bombay,300.0,225.0,84.0,17.0,225.0,160.0
Bombay_109.jpg,8,Bombay,292.0,208.0,197.0,19.0,276.0,96.0
Bombay_10.jpg,8,Bombay,500.0,375.0,150.0,1.0,348.0,222.0
Bombay_110.jpg,8,Bombay,750.0,1125.0,384.0,230.0,610.0,470.0
Bombay_111.jpg,8,Bombay,604.0,453.0,221.0,82.0,467.0,280.0
Bombay_113.jpg,8,Bombay,473.0,568.0,20.0,10.0,176.0,169.0
Bombay_114.jpg,8,Bombay,500.0,330.0,114.0,70.0,199.0,151.0
Bombay_115.jpg,8,Bombay,600.0,428.0,44.0,87.0,234.0,335.0
Bombay_116.jpg,8,Bombay,205.0,320.0,4.0,40.0,111.0,154.0
Bombay_117.jpg,8,Bombay,300.0,225.0,76.0,28.0,157.0,112.0
Bombay_118.jpg,8,Bombay,300.0,157.0,23.0,11.0,92.0,82.0
Bombay_119.jpg,8,Bombay,375.0,500.0,85.0,24.0,327.0,243.0
Bombay_120.jpg,8,Bombay,140.0,134.0,11.0,11.0,95.0,96.0
Bombay_121.jpg,8,Bombay,300.0,209.0,158.0,40.0,240.0,135.0
